user_id,product_id,interaction_type,timestamp
U00046,P00534,click,2025-12-24 20:50:36.381525
U00132,P00323,view,2025-12-17 20:50:36.382140
U00016,P00948,add_to_cart,2025-11-14 20:50:36.382842
U00337,P00135,click,2025-11-20 20:50:36.383919
U00071,P00663,view,2025-12-09 20:50:36.384649
U00190,P00492,click,2025-10-27 20:50:36.385305
U00301,P00565,add_to_cart,2025-12-09 20:50:36.385761
U00359,P00218,view,2025-12-05 20:50:36.386099
U00445,P00361,add_to_cart,2025-12-30 20:50:36.386841
U00215,P00047,view,2025-12-07 20:50:36.387400
U00331,P00496,add_to_cart,2025-12-27 20:50:36.387894
U00467,P00913,view,2025-12-30 20:50:36.388406
U00239,P00928,click,2026-01-17 20:50:36.388780
U00224,P00695,add_to_cart,2025-11-22 20:50:36.389098
U00303,P00184,click,2025-11-25 20:50:36.389410
U00374,P00157,view,2025-12-19 20:50:36.389826
U00129,P00167,click,2025-11-04 20:50:36.390377
U00172,P00432,view,2025-11-29 20:50:36.391092
U00153,P00724,view,2025-12-21 20:50:36.392019
U00390,P00759,add_to_cart,2025-11-16 20:50:36.392453
U00055,P00199,view,2025-12-16 20:50:36.392798
U00488,P00474,click,2025-11-05 20:50:36.393134
U00014,P00137,view,2025-12-29 20:50:36.393452
U00472,P00589,view,2025-11-04 20:50:36.393804
U00494,P00709,click,2025-11-13 20:50:36.394132
U00101,P00091,purchase,2025-11-08 20:50:36.394558
U00384,P00295,view,2025-10-27 20:50:36.394958
U00170,P00999,click,2026-01-13 20:50:36.395304
U00496,P00600,view,2026-01-01 20:50:36.395638
U00410,P00916,view,2025-11-30 20:50:36.395972
U00084,P00206,view,2025-10-27 20:50:36.396451
U00075,P00578,view,2025-12-28 20:50:36.396884
U00154,P00000,view,2025-12-27 20:50:36.397275
U00120,P00599,add_to_cart,2025-11-25 20:50:36.397953
U00046,P00152,click,2025-12-31 20:50:36.398604
U00350,P00136,click,2025-12-03 20:50:36.399655
U00002,P00384,view,2025-12-06 20:50:36.400299
U00051,P00870,view,2025-10-24 20:50:36.400671
U00201,P00611,click,2025-11-20 20:50:36.400992
U00342,P00712,view,2025-11-21 20:50:36.401305
U00361,P00150,view,2026-01-07 20:50:36.401617
U00198,P00855,view,2026-01-02 20:50:36.401941
U00204,P00677,click,2025-12-14 20:50:36.402258
U00419,P00513,click,2025-11-26 20:50:36.402583
U00305,P00723,view,2026-01-10 20:50:36.403199
U00177,P00169,view,2025-11-05 20:50:36.403800
U00013,P00658,view,2025-11-03 20:50:36.404519
U00091,P00513,click,2025-12-03 20:50:36.405044
U00185,P00769,view,2026-01-19 20:50:36.405411
U00312,P00876,click,2025-11-30 20:50:36.405898
U00468,P00413,view,2025-12-21 20:50:36.407477
U00070,P00458,view,2026-01-14 20:50:36.408224
U00108,P00955,view,2026-01-08 20:50:36.408612
U00173,P00922,view,2025-12-27 20:50:36.408951
U00217,P00966,view,2025-12-11 20:50:36.409289
U00198,P00330,click,2025-11-19 20:50:36.409699
U00017,P00928,view,2025-11-27 20:50:36.410043
U00091,P00751,view,2025-10-24 20:50:36.410367
U00264,P00433,add_to_cart,2025-11-21 20:50:36.410689
U00412,P00870,view,2025-10-24 20:50:36.411245
U00375,P00539,view,2025-11-29 20:50:36.411744
U00411,P00446,add_to_cart,2025-12-30 20:50:36.412400
U00163,P00438,view,2025-11-16 20:50:36.412974
U00196,P00542,click,2026-01-18 20:50:36.413591
U00248,P00368,click,2025-10-26 20:50:36.414342
U00205,P00618,view,2026-01-13 20:50:36.415257
U00155,P00502,view,2025-10-30 20:50:36.415798
U00059,P00384,click,2025-11-23 20:50:36.416170
U00257,P00195,view,2025-11-20 20:50:36.416499
U00364,P00276,view,2025-11-12 20:50:36.416822
U00497,P00491,view,2025-12-28 20:50:36.417136
U00217,P00942,click,2025-12-01 20:50:36.417446
U00445,P00406,click,2025-12-31 20:50:36.417753
U00003,P00489,view,2025-10-21 20:50:36.418308
U00302,P00273,view,2025-11-15 20:50:36.418825
U00416,P00613,click,2025-11-22 20:50:36.419382
U00222,P00590,view,2025-12-14 20:50:36.420099
U00020,P00378,view,2025-11-18 20:50:36.420949
U00235,P00812,view,2025-11-04 20:50:36.422095
U00351,P00422,view,2025-11-26 20:50:36.423589
U00172,P00481,click,2026-01-16 20:50:36.424320
U00277,P00722,view,2025-12-13 20:50:36.424930
U00182,P00847,view,2025-11-23 20:50:36.425518
U00166,P00964,view,2026-01-15 20:50:36.426080
U00305,P00039,view,2026-01-15 20:50:36.426682
U00272,P00201,click,2025-12-19 20:50:36.427398
U00089,P00106,view,2026-01-07 20:50:36.428086
U00064,P00662,click,2025-10-30 20:50:36.428653
U00252,P00968,view,2025-12-15 20:50:36.429197
U00176,P00036,purchase,2025-10-23 20:50:36.429774
U00316,P00402,view,2025-11-13 20:50:36.430402
U00291,P00221,view,2026-01-10 20:50:36.431331
U00167,P00574,view,2026-01-01 20:50:36.432002
U00311,P00001,purchase,2025-10-30 20:50:36.432596
U00415,P00276,add_to_cart,2025-12-02 20:50:36.433209
U00262,P00275,purchase,2026-01-09 20:50:36.433778
U00172,P00445,add_to_cart,2025-12-12 20:50:36.434394
U00216,P00839,view,2025-12-27 20:50:36.434970
U00486,P00983,click,2025-10-28 20:50:36.435505
U00380,P00847,add_to_cart,2025-11-25 20:50:36.435885
U00494,P00485,view,2025-12-26 20:50:36.436579
U00292,P00288,view,2025-12-12 20:50:36.437263
U00315,P00553,click,2025-12-19 20:50:36.437915
U00355,P00894,click,2025-12-03 20:50:36.438674
U00293,P00578,view,2025-11-25 20:50:36.439328
U00140,P00654,click,2025-12-27 20:50:36.439709
U00141,P00678,click,2026-01-14 20:50:36.440023
U00309,P00522,view,2025-12-27 20:50:36.440330
U00347,P00935,view,2026-01-19 20:50:36.440634
U00208,P00060,view,2025-11-27 20:50:36.440989
U00336,P00668,view,2025-12-16 20:50:36.441494
U00236,P00418,click,2025-10-30 20:50:36.441875
U00162,P00485,view,2025-12-22 20:50:36.442202
U00009,P00544,click,2025-12-22 20:50:36.442530
U00032,P00804,click,2025-11-03 20:50:36.442841
U00423,P00325,view,2025-11-27 20:50:36.443145
U00325,P00702,click,2025-11-11 20:50:36.443454
U00199,P00111,view,2025-11-09 20:50:36.443768
U00006,P00333,view,2025-12-10 20:50:36.444075
U00177,P00246,add_to_cart,2025-12-31 20:50:36.444376
U00236,P00917,add_to_cart,2025-11-17 20:50:36.444715
U00107,P00835,click,2025-12-29 20:50:36.445021
U00344,P00154,view,2025-11-29 20:50:36.445542
U00016,P00055,click,2025-11-07 20:50:36.446074
U00495,P00753,view,2025-11-18 20:50:36.446482
U00287,P00656,purchase,2026-01-09 20:50:36.447511
U00106,P00100,click,2025-11-13 20:50:36.448131
U00189,P00164,view,2025-12-10 20:50:36.448495
U00231,P00634,click,2026-01-16 20:50:36.448814
U00079,P00493,click,2025-12-29 20:50:36.449122
U00319,P00682,view,2025-11-25 20:50:36.449427
U00212,P00244,purchase,2026-01-17 20:50:36.449730
U00384,P00151,purchase,2025-11-09 20:50:36.450030
U00380,P00699,view,2025-12-20 20:50:36.450330
U00192,P00577,add_to_cart,2026-01-03 20:50:36.450628
U00193,P00832,click,2026-01-04 20:50:36.450940
U00049,P00714,view,2025-12-23 20:50:36.451241
U00056,P00636,click,2025-12-28 20:50:36.451550
U00442,P00101,view,2025-11-29 20:50:36.451858
U00281,P00267,view,2025-12-23 20:50:36.452160
U00214,P00913,add_to_cart,2025-12-15 20:50:36.452467
U00163,P00860,click,2025-10-31 20:50:36.452828
U00054,P00355,click,2025-10-24 20:50:36.453429
U00491,P00839,click,2025-10-30 20:50:36.455354
U00162,P00609,click,2025-11-12 20:50:36.455767
U00200,P00936,view,2025-11-29 20:50:36.456088
U00253,P00229,click,2025-12-14 20:50:36.456396
U00422,P00509,add_to_cart,2025-12-30 20:50:36.456699
U00473,P00124,add_to_cart,2025-11-29 20:50:36.457010
U00147,P00036,view,2025-12-08 20:50:36.457315
U00390,P00591,view,2025-12-28 20:50:36.457618
U00349,P00546,add_to_cart,2025-12-01 20:50:36.457920
U00297,P00636,click,2025-11-27 20:50:36.458223
U00210,P00611,view,2026-01-16 20:50:36.458525
U00316,P00717,view,2025-11-02 20:50:36.458825
U00317,P00329,click,2026-01-09 20:50:36.459139
U00306,P00096,click,2025-11-28 20:50:36.459520
U00484,P00236,view,2025-11-02 20:50:36.459856
U00127,P00269,view,2025-10-31 20:50:36.460165
U00241,P00576,click,2025-12-03 20:50:36.460476
U00011,P00991,click,2025-10-28 20:50:36.460776
U00199,P00456,click,2025-12-26 20:50:36.461234
U00435,P00889,add_to_cart,2025-11-22 20:50:36.461683
U00188,P00233,click,2025-12-20 20:50:36.462137
U00089,P00281,view,2025-12-25 20:50:36.462590
U00165,P00868,view,2026-01-11 20:50:36.462947
U00457,P00853,view,2025-11-07 20:50:36.463405
U00236,P00453,view,2025-10-24 20:50:36.464124
U00308,P00895,view,2025-12-20 20:50:36.464643
U00407,P00338,view,2025-11-21 20:50:36.464992
U00256,P00757,click,2025-11-03 20:50:36.465333
U00428,P00721,view,2025-12-30 20:50:36.465698
U00125,P00784,view,2026-01-11 20:50:36.466036
U00003,P00404,click,2025-10-24 20:50:36.466353
U00346,P00285,view,2025-11-14 20:50:36.466672
U00240,P00333,add_to_cart,2026-01-10 20:50:36.466976
U00400,P00235,view,2025-12-17 20:50:36.467276
U00452,P00387,click,2026-01-04 20:50:36.467576
U00366,P00111,click,2025-10-29 20:50:36.467874
U00273,P00733,click,2025-11-24 20:50:36.468175
U00246,P00512,add_to_cart,2026-01-12 20:50:36.468482
U00149,P00012,add_to_cart,2026-01-14 20:50:36.468784
U00186,P00243,view,2025-11-15 20:50:36.469206
U00322,P00091,click,2025-11-26 20:50:36.469766
U00403,P00654,view,2026-01-01 20:50:36.471537
U00433,P00616,view,2025-11-06 20:50:36.472289
U00385,P00642,click,2025-12-29 20:50:36.473005
U00187,P00692,view,2025-12-07 20:50:36.473619
U00072,P00043,add_to_cart,2025-11-19 20:50:36.474170
U00107,P00015,view,2025-12-08 20:50:36.474695
U00328,P00238,click,2025-11-22 20:50:36.475307
U00460,P00266,click,2025-12-19 20:50:36.475895
U00387,P00854,view,2025-12-13 20:50:36.476514
U00352,P00572,view,2025-11-23 20:50:36.477244
U00358,P00746,view,2025-12-15 20:50:36.477940
U00304,P00347,view,2026-01-02 20:50:36.478956
U00075,P00212,click,2026-01-16 20:50:36.479895
U00113,P00489,add_to_cart,2025-11-08 20:50:36.480642
U00185,P00755,click,2025-12-11 20:50:36.481304
U00483,P00430,click,2025-11-08 20:50:36.481908
U00324,P00879,view,2025-11-24 20:50:36.482494
U00344,P00405,view,2025-10-23 20:50:36.483065
U00065,P00400,view,2025-12-13 20:50:36.483642
U00439,P00980,view,2025-10-30 20:50:36.484207
U00116,P00691,view,2025-12-23 20:50:36.484795
U00298,P00070,view,2025-11-06 20:50:36.485473
U00006,P00479,view,2025-11-15 20:50:36.486526
U00381,P00327,add_to_cart,2025-11-14 20:50:36.487468
U00207,P00149,view,2025-12-29 20:50:36.487944
U00497,P00644,view,2025-12-31 20:50:36.488335
U00300,P00329,add_to_cart,2025-12-10 20:50:36.488675
U00267,P00310,view,2025-11-18 20:50:36.489006
U00331,P00039,view,2025-11-13 20:50:36.489337
U00246,P00544,view,2025-12-02 20:50:36.489651
U00007,P00660,click,2026-01-11 20:50:36.489957
U00175,P00852,view,2025-12-24 20:50:36.490261
U00114,P00464,view,2025-11-03 20:50:36.490563
U00398,P00759,click,2026-01-04 20:50:36.490863
U00332,P00924,view,2025-11-17 20:50:36.491163
U00235,P00945,click,2025-10-30 20:50:36.491464
U00464,P00165,view,2025-11-13 20:50:36.491766
U00459,P00707,view,2025-12-25 20:50:36.492066
U00186,P00752,click,2025-11-29 20:50:36.492363
U00320,P00909,view,2025-12-08 20:50:36.492664
U00259,P00880,view,2025-11-10 20:50:36.493055
U00492,P00256,click,2025-11-12 20:50:36.493726
U00446,P00369,view,2026-01-12 20:50:36.494412
U00228,P00881,click,2025-12-19 20:50:36.495028
U00125,P00022,view,2025-12-27 20:50:36.495424
U00353,P00013,add_to_cart,2025-12-19 20:50:36.495814
U00116,P00016,click,2025-11-22 20:50:36.496231
U00090,P00817,view,2025-11-03 20:50:36.496595
U00136,P00404,click,2026-01-08 20:50:36.496929
U00380,P00726,view,2026-01-11 20:50:36.497244
U00463,P00921,add_to_cart,2025-11-14 20:50:36.497549
U00155,P00105,view,2025-12-21 20:50:36.497853
U00124,P00070,click,2025-11-06 20:50:36.498153
U00244,P00324,view,2025-11-12 20:50:36.498453
U00451,P00381,click,2025-12-10 20:50:36.498769
U00404,P00185,click,2025-12-25 20:50:36.499072
U00244,P00112,view,2026-01-09 20:50:36.499383
U00243,P00578,view,2025-11-11 20:50:36.499702
U00301,P00879,view,2025-11-18 20:50:36.500017
U00153,P00169,click,2025-11-06 20:50:36.500325
U00220,P00041,add_to_cart,2026-01-05 20:50:36.500637
U00368,P00040,add_to_cart,2025-10-29 20:50:36.501043
U00099,P00503,click,2025-10-30 20:50:36.501580
U00314,P00192,click,2026-01-19 20:50:36.502162
U00128,P00088,click,2025-11-04 20:50:36.502766
U00138,P00709,view,2025-12-28 20:50:36.503164
U00168,P00319,click,2025-11-15 20:50:36.503575
U00145,P00902,purchase,2025-12-12 20:50:36.504155
U00135,P00269,add_to_cart,2025-12-19 20:50:36.504653
U00174,P00167,view,2025-11-09 20:50:36.505058
U00257,P00411,view,2025-11-24 20:50:36.505423
U00057,P00323,purchase,2025-12-27 20:50:36.505761
U00249,P00282,view,2025-11-15 20:50:36.506114
U00240,P00696,view,2025-12-28 20:50:36.506444
U00033,P00911,click,2025-10-25 20:50:36.506759
U00155,P00441,view,2025-11-24 20:50:36.507069
U00175,P00105,click,2025-11-12 20:50:36.507376
U00421,P00431,view,2026-01-06 20:50:36.507680
U00390,P00505,view,2025-12-11 20:50:36.507984
U00256,P00384,view,2025-11-13 20:50:36.508286
U00241,P00007,view,2025-12-12 20:50:36.508589
U00474,P00518,click,2025-11-07 20:50:36.508921
U00344,P00277,view,2025-12-30 20:50:36.509259
U00098,P00531,click,2025-12-29 20:50:36.509972
U00436,P00584,view,2025-10-27 20:50:36.510672
U00080,P00979,view,2025-11-14 20:50:36.511162
U00242,P00219,click,2025-11-27 20:50:36.511715
U00399,P00319,click,2025-12-21 20:50:36.512183
U00477,P00289,view,2025-12-12 20:50:36.512564
U00189,P00439,view,2025-12-08 20:50:36.512929
U00372,P00209,view,2025-12-10 20:50:36.513279
U00230,P00165,view,2025-11-08 20:50:36.513606
U00201,P00546,click,2026-01-19 20:50:36.513922
U00390,P00276,add_to_cart,2026-01-12 20:50:36.514224
U00495,P00786,view,2025-10-29 20:50:36.514527
U00412,P00162,view,2025-11-22 20:50:36.514828
U00392,P00960,view,2025-10-21 20:50:36.515128
U00103,P00395,view,2025-12-18 20:50:36.515429
U00150,P00069,add_to_cart,2026-01-16 20:50:36.515729
U00164,P00595,view,2025-12-02 20:50:36.516032
U00166,P00389,click,2025-12-25 20:50:36.516330
U00408,P00109,view,2025-11-16 20:50:36.516667
U00225,P00574,add_to_cart,2026-01-06 20:50:36.517207
U00038,P00013,view,2025-12-09 20:50:36.517561
U00370,P00679,view,2025-11-05 20:50:36.517882
U00240,P00125,purchase,2026-01-14 20:50:36.518194
U00399,P00052,click,2025-10-23 20:50:36.518502
U00491,P00125,add_to_cart,2025-11-18 20:50:36.518806
U00127,P00766,view,2025-11-03 20:50:36.519209
U00300,P00085,view,2026-01-07 20:50:36.519786
U00028,P00670,click,2025-12-15 20:50:36.520584
U00275,P00162,view,2025-12-14 20:50:36.521378
U00056,P00083,view,2026-01-10 20:50:36.522038
U00166,P00012,purchase,2025-11-28 20:50:36.522695
U00422,P00318,view,2025-12-31 20:50:36.523328
U00301,P00409,view,2025-12-25 20:50:36.523935
U00287,P00212,view,2025-12-19 20:50:36.524560
U00167,P00604,click,2025-10-27 20:50:36.525223
U00133,P00323,click,2025-12-13 20:50:36.526133
U00353,P00834,view,2026-01-11 20:50:36.526925
U00445,P00201,click,2025-12-10 20:50:36.527541
U00490,P00580,add_to_cart,2025-11-23 20:50:36.528173
U00382,P00743,add_to_cart,2025-12-27 20:50:36.528796
U00164,P00381,view,2025-11-22 20:50:36.529435
U00185,P00474,view,2025-10-25 20:50:36.530129
U00497,P00631,click,2025-12-18 20:50:36.530831
U00309,P00843,click,2026-01-17 20:50:36.531498
U00071,P00201,view,2025-11-28 20:50:36.532143
U00218,P00260,view,2025-11-18 20:50:36.532869
U00408,P00439,view,2025-11-13 20:50:36.533476
U00030,P00704,add_to_cart,2025-11-15 20:50:36.534031
U00191,P00103,view,2025-11-25 20:50:36.534576
U00016,P00229,purchase,2025-12-09 20:50:36.535126
U00404,P00938,click,2025-12-14 20:50:36.535690
U00294,P00778,view,2026-01-11 20:50:36.536057
U00376,P00793,view,2026-01-08 20:50:36.536418
U00498,P00881,click,2026-01-05 20:50:36.536784
U00272,P00640,view,2025-11-15 20:50:36.537302
U00433,P00730,add_to_cart,2025-11-07 20:50:36.537841
U00472,P00985,view,2025-10-28 20:50:36.538283
U00097,P00672,click,2025-10-24 20:50:36.538631
U00220,P00006,add_to_cart,2025-11-21 20:50:36.538970
U00231,P00645,add_to_cart,2025-12-31 20:50:36.539308
U00333,P00804,view,2025-12-27 20:50:36.539631
U00331,P00574,click,2025-11-22 20:50:36.540647
U00270,P00058,click,2025-11-25 20:50:36.541077
U00455,P00528,view,2025-11-07 20:50:36.541406
U00150,P00364,view,2025-12-01 20:50:36.541719
U00009,P00681,view,2025-12-09 20:50:36.542030
U00218,P00343,view,2025-12-22 20:50:36.542350
U00299,P00919,click,2025-12-09 20:50:36.542662
U00272,P00799,view,2025-10-26 20:50:36.542965
U00102,P00380,click,2025-11-07 20:50:36.543266
U00473,P00312,view,2025-11-07 20:50:36.543578
U00078,P00718,view,2026-01-01 20:50:36.544011
U00105,P00643,view,2026-01-07 20:50:36.544369
U00013,P00450,click,2026-01-14 20:50:36.544789
U00399,P00283,view,2025-12-06 20:50:36.545146
U00488,P00309,view,2025-12-10 20:50:36.545478
U00475,P00559,view,2025-12-24 20:50:36.545817
U00103,P00875,view,2025-11-26 20:50:36.546167
U00138,P00018,view,2025-12-23 20:50:36.546499
U00395,P00063,view,2026-01-02 20:50:36.546826
U00449,P00208,add_to_cart,2025-11-24 20:50:36.547141
U00063,P00344,add_to_cart,2025-12-02 20:50:36.547450
U00013,P00234,view,2025-12-24 20:50:36.547758
U00194,P00693,view,2025-11-24 20:50:36.548064
U00204,P00430,view,2025-12-02 20:50:36.548368
U00302,P00751,add_to_cart,2026-01-08 20:50:36.548985
U00496,P00392,view,2025-11-06 20:50:36.549743
U00370,P00658,click,2025-12-30 20:50:36.550489
U00387,P00311,view,2025-11-18 20:50:36.550890
U00379,P00481,click,2025-12-10 20:50:36.551215
U00212,P00794,view,2026-01-08 20:50:36.551524
U00409,P00543,click,2025-11-19 20:50:36.551830
U00130,P00391,click,2025-11-22 20:50:36.552133
U00008,P00148,view,2025-11-27 20:50:36.552440
U00204,P00448,purchase,2026-01-07 20:50:36.552800
U00181,P00734,view,2025-12-11 20:50:36.553296
U00428,P00517,view,2025-10-28 20:50:36.553857
U00153,P00274,view,2025-10-22 20:50:36.554325
U00043,P00328,click,2025-12-01 20:50:36.554813
U00448,P00904,view,2025-12-15 20:50:36.555188
U00373,P00927,click,2025-12-09 20:50:36.555530
U00023,P00026,view,2025-12-19 20:50:36.555858
U00090,P00998,click,2026-01-03 20:50:36.556173
U00265,P00088,view,2025-10-23 20:50:36.556532
U00240,P00155,click,2026-01-12 20:50:36.556861
U00305,P00250,add_to_cart,2025-10-27 20:50:36.557175
U00150,P00961,view,2025-11-27 20:50:36.557480
U00421,P00926,view,2025-12-28 20:50:36.557783
U00089,P00836,add_to_cart,2025-12-31 20:50:36.558085
U00379,P00770,add_to_cart,2025-10-26 20:50:36.558570
U00092,P00703,view,2026-01-05 20:50:36.558916
U00402,P00647,view,2025-11-17 20:50:36.559246
U00104,P00059,view,2025-10-31 20:50:36.559570
U00191,P00929,add_to_cart,2025-12-17 20:50:36.559896
U00318,P00142,view,2026-01-16 20:50:36.560365
U00169,P00892,view,2025-11-20 20:50:36.560737
U00017,P00959,click,2026-01-01 20:50:36.561089
U00467,P00054,view,2025-11-11 20:50:36.561444
U00193,P00836,click,2025-11-13 20:50:36.561763
U00086,P00243,view,2026-01-18 20:50:36.562078
U00178,P00497,add_to_cart,2026-01-08 20:50:36.562396
U00214,P00721,purchase,2026-01-05 20:50:36.562723
U00495,P00784,view,2025-11-27 20:50:36.563062
U00438,P00907,add_to_cart,2025-11-24 20:50:36.563382
U00068,P00002,add_to_cart,2025-10-30 20:50:36.563717
U00000,P00281,view,2025-11-20 20:50:36.564041
U00460,P00599,add_to_cart,2026-01-03 20:50:36.564572
U00165,P00191,click,2025-12-04 20:50:36.565311
U00489,P00489,click,2026-01-07 20:50:36.565994
U00244,P00054,view,2025-11-07 20:50:36.566421
U00100,P00913,view,2025-11-15 20:50:36.566792
U00066,P00443,add_to_cart,2026-01-01 20:50:36.567120
U00115,P00633,click,2026-01-07 20:50:36.567438
U00367,P00514,view,2025-11-02 20:50:36.567749
U00053,P00946,view,2025-12-18 20:50:36.568058
U00094,P00995,click,2025-12-12 20:50:36.568362
U00168,P00752,click,2025-11-21 20:50:36.568677
U00342,P00423,click,2025-11-14 20:50:36.569025
U00295,P00408,purchase,2025-12-16 20:50:36.569537
U00389,P00267,add_to_cart,2025-12-09 20:50:36.570346
U00216,P00837,view,2026-01-01 20:50:36.571254
U00296,P00842,click,2026-01-15 20:50:36.572082
U00382,P00150,add_to_cart,2025-12-01 20:50:36.572754
U00323,P00030,view,2025-12-25 20:50:36.573312
U00093,P00412,view,2025-10-30 20:50:36.573878
U00017,P00490,add_to_cart,2025-12-20 20:50:36.574452
U00082,P00534,view,2026-01-18 20:50:36.575124
U00292,P00532,view,2025-12-06 20:50:36.575929
U00096,P00659,click,2025-11-07 20:50:36.576691
U00207,P00041,view,2025-12-23 20:50:36.577355
U00232,P00109,click,2025-11-11 20:50:36.578043
U00225,P00484,view,2025-12-15 20:50:36.578676
U00335,P00348,click,2025-12-07 20:50:36.579295
U00172,P00494,purchase,2025-12-27 20:50:36.579993
U00130,P00721,view,2025-11-18 20:50:36.580927
U00395,P00317,click,2025-10-27 20:50:36.582024
U00049,P00170,click,2025-12-07 20:50:36.582704
U00390,P00074,click,2026-01-11 20:50:36.583225
U00400,P00844,view,2025-10-29 20:50:36.583798
U00013,P00707,purchase,2026-01-03 20:50:36.584389
U00048,P00607,view,2025-11-22 20:50:36.584977
U00424,P00157,view,2025-11-10 20:50:36.585546
U00364,P00638,view,2025-12-06 20:50:36.585950
U00157,P00066,view,2025-11-10 20:50:36.586315
U00481,P00880,view,2025-11-16 20:50:36.586807
U00093,P00583,view,2025-11-15 20:50:36.587312
U00099,P00885,view,2025-10-24 20:50:36.587779
U00113,P00891,click,2025-12-25 20:50:36.588446
U00375,P00377,click,2025-11-13 20:50:36.589216
U00307,P00569,click,2025-11-08 20:50:36.589801
U00440,P00534,click,2026-01-13 20:50:36.590190
U00409,P00431,click,2025-11-11 20:50:36.590660
U00117,P00204,click,2025-11-13 20:50:36.591039
U00085,P00155,view,2026-01-07 20:50:36.591361
U00348,P00051,view,2025-10-30 20:50:36.591667
U00439,P00162,click,2025-12-31 20:50:36.591970
U00276,P00634,add_to_cart,2025-11-02 20:50:36.592273
U00217,P00003,add_to_cart,2025-12-15 20:50:36.592573
U00025,P00324,purchase,2025-11-29 20:50:36.592872
U00151,P00663,view,2025-11-14 20:50:36.593172
U00497,P00519,view,2025-11-20 20:50:36.593471
U00239,P00354,view,2025-12-12 20:50:36.593815
U00000,P00754,view,2025-10-21 20:50:36.594142
U00284,P00594,click,2025-12-24 20:50:36.594637
U00472,P00444,click,2025-11-04 20:50:36.595034
U00491,P00917,view,2025-11-28 20:50:36.595388
U00071,P00949,view,2025-12-30 20:50:36.595731
U00391,P00969,purchase,2025-12-19 20:50:36.596149
U00200,P00642,click,2025-10-29 20:50:36.596748
U00214,P00859,view,2025-12-26 20:50:36.597656
U00127,P00359,add_to_cart,2026-01-10 20:50:36.598152
U00115,P00088,purchase,2025-12-15 20:50:36.598502
U00071,P00253,add_to_cart,2026-01-04 20:50:36.598815
U00371,P00519,click,2025-10-25 20:50:36.599131
U00077,P00286,view,2026-01-01 20:50:36.599438
U00344,P00249,view,2025-12-09 20:50:36.599742
U00005,P00469,click,2025-11-14 20:50:36.600044
U00159,P00751,click,2025-10-31 20:50:36.600353
U00306,P00085,view,2025-10-27 20:50:36.600683
U00224,P00449,view,2026-01-04 20:50:36.601027
U00277,P00340,click,2025-11-22 20:50:36.601350
U00078,P00047,view,2025-12-07 20:50:36.601658
U00448,P00719,view,2026-01-14 20:50:36.601963
U00195,P00285,add_to_cart,2025-12-18 20:50:36.602268
U00057,P00427,click,2025-11-26 20:50:36.602572
U00299,P00075,view,2025-10-21 20:50:36.602887
U00354,P00765,add_to_cart,2025-11-18 20:50:36.603324
U00388,P00664,view,2025-11-14 20:50:36.604255
U00052,P00905,view,2025-11-03 20:50:36.605413
U00491,P00395,click,2025-12-04 20:50:36.605881
U00123,P00999,add_to_cart,2025-10-26 20:50:36.606218
U00253,P00215,add_to_cart,2025-11-25 20:50:36.606531
U00215,P00393,view,2026-01-06 20:50:36.606988
U00442,P00250,click,2025-12-15 20:50:36.607353
U00463,P00199,view,2025-11-15 20:50:36.607701
U00168,P00411,view,2025-12-18 20:50:36.608018
U00182,P00419,view,2026-01-07 20:50:36.608327
U00365,P00381,add_to_cart,2025-12-19 20:50:36.608630
U00299,P00139,view,2025-11-05 20:50:36.608933
U00222,P00984,click,2026-01-06 20:50:36.609237
U00399,P00429,add_to_cart,2025-11-18 20:50:36.609538
U00287,P00597,click,2025-11-08 20:50:36.609837
U00192,P00427,click,2025-10-26 20:50:36.610138
U00195,P00153,view,2026-01-06 20:50:36.610445
U00302,P00612,add_to_cart,2025-10-29 20:50:36.610750
U00488,P00930,view,2026-01-07 20:50:36.611067
U00060,P00383,purchase,2025-12-20 20:50:36.611397
U00184,P00824,click,2025-10-21 20:50:36.611771
U00462,P00506,click,2025-11-30 20:50:36.612483
U00367,P00960,click,2025-12-06 20:50:36.612904
U00331,P00122,click,2025-11-22 20:50:36.613289
U00293,P00932,add_to_cart,2026-01-15 20:50:36.614263
U00481,P00643,view,2025-10-31 20:50:36.614744
U00381,P00734,click,2025-10-26 20:50:36.615085
U00464,P00650,view,2025-11-08 20:50:36.615399
U00092,P00730,view,2025-12-08 20:50:36.615712
U00050,P00364,view,2025-11-28 20:50:36.616031
U00410,P00038,view,2025-11-22 20:50:36.616340
U00434,P00330,add_to_cart,2025-12-05 20:50:36.616647
U00419,P00126,click,2025-12-05 20:50:36.616955
U00498,P00145,purchase,2025-12-15 20:50:36.617338
U00228,P00076,click,2025-12-09 20:50:36.617651
U00234,P00722,click,2025-10-30 20:50:36.617969
U00134,P00732,click,2025-12-30 20:50:36.618332
U00107,P00510,click,2025-11-10 20:50:36.618661
U00331,P00356,view,2025-11-29 20:50:36.618994
U00385,P00529,view,2025-12-28 20:50:36.619598
U00432,P00312,view,2026-01-08 20:50:36.620399
U00170,P00898,view,2025-11-12 20:50:36.621872
U00378,P00614,add_to_cart,2025-12-21 20:50:36.622632
U00162,P00828,add_to_cart,2026-01-07 20:50:36.623328
U00468,P00794,click,2025-10-30 20:50:36.623953
U00207,P00441,view,2025-11-17 20:50:36.624544
U00327,P00049,view,2025-12-02 20:50:36.625109
U00103,P00709,view,2025-10-21 20:50:36.625677
